id,n_victimas,tipo_de_calle,comuna,longitud,latitud,participantes,victima,acusado,direccion_normalizada,rol,sexo,edad,fecha_hora,fecha_fallecimiento,categoria_edad,encrucijada
2018-0108,1,AVENIDA,1,-58.36154069,-34.60463618,MOTO-AUTO,MOTO,AUTO,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",CONDUCTOR,MASCULINO,37,2018-10-09 14:00:00,2018-10-10,30-44,True
2018-0109,1,AVENIDA,1,-58.37062179,-34.60066507,PEATON-PASAJEROS,PEATON,PASAJEROS,"TUCUMAN y ALEM, LEANDRO N. AV.",PEATON,MASCULINO,34,2018-10-10 22:12:00,2018-10-10,30-44,True
2018-0110,1,AVENIDA,15,-58.43220014,-34.60207186,PEATON-MOTO,PEATON,MOTO,"CORRIENTES AV. y GALLARDO, ANGEL AV.",PEATON,MASCULINO,60,2018-10-13 03:05:00,2018-10-14,45-64,True
2018-0111,1,AUTOPISTA,9,-58.46958442,-34.64949724,MOTO-CARGAS,MOTO,CARGAS,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",CONDUCTOR,MASCULINO,28,2018-10-19 12:13:00,2018-10-19,18-29,False
2018-0112,1,CALLE,15,-58.44671397,-34.59970903,MOTO-CARGAS,MOTO,CARGAS,MUÃ‘ECAS y SERRANO,CONDUCTOR,FEMENINO,28,2018-10-24 09:18:00,2018-10-24,18-29,True
2018-0113,1,CALLE,11,-58.47152163,-34.61474911,MOTO-CARGAS,MOTO,CARGAS,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",CONDUCTOR,MASCULINO,20,2018-10-25 11:00:00,2018-10-25,18-29,True
2018-0114,1,AVENIDA,1,-58.39032921,-34.61807951,MOTO-AUTO,MOTO,AUTO,SOLIS e INDEPENDENCIA AV.,CONDUCTOR,MASCULINO,23,2018-10-30 02:15:00,2018-10-30,18-29,True
2018-0115,1,CALLE,9,-58.52887773,-34.64297861,PEATON-PASAJEROS,PEATON,PASAJEROS,"BOSCH, VENTURA y PAZ, GRAL. AV.",PEATON,MASCULINO,42,2018-10-31 12:30:00,2018-11-01,30-44,True
2018-0116,1,GRAL PAZ,8,-58.49371157,-34.67981324,PEATON-CARGAS,PEATON,CARGAS,"PAZ, GRAL. AV. 14800",PEATON,MASCULINO,48,2018-11-01 10:50:00,2018-11-08,45-64,False
2018-0117,1,AVENIDA,9,-58.48266599,-34.66012327,MOTO-MOTO,MOTO,MOTO,"PERON, EVA AV. 5321",CONDUCTOR,MASCULINO,30,2018-11-04 08:15:00,2018-11-08,30-44,False
2018-0118,1,AVENIDA,3,-58.40612253,-34.60774301,PEATON-MOTO,PEATON,MOTO,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",PEATON,FEMENINO,80,2018-11-05 14:49:00,2018-11-05,65+,True
2018-0119,1,AVENIDA,8,-58.43613623,-34.66292532,PEATON-SD,PEATON,AUTO,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",PEATON,FEMENINO,32,2018-11-05 22:35:00,2018-11-06,30-44,True
2018-0120,1,AVENIDA,12,-58.48250732,-34.57208238,PEATON-AUTO,PEATON,AUTO,MONROE y ALVAREZ THOMAS AV.,PEATON,FEMENINO,51,2018-11-09 13:34:00,2018-11-20,45-64,True
2018-0121,1,AVENIDA,10,-58.49945705,-34.6374328,PEATON-PASAJEROS,PEATON,PASAJEROS,RIVADAVIA AV. y MANZONI,PEATON,FEMENINO,72,2018-11-09 16:32:00,2018-11-09,65+,True
2018-0122,1,AUTOPISTA,8,-58.47743966,-34.67233407,AUTO-AUTO,AUTO,AUTO,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,CONDUCTOR,MASCULINO,33,2018-11-12 01:00:00,2018-11-12,30-44,True
2018-0123,1,GRAL PAZ,9,-58.5025179,-34.67450313,AUTO-SD,AUTO,AUTO,"PAZ, GRAL. AV. y PERON, EVA AV.",CONDUCTOR,MASCULINO,25,2018-11-12 03:32:00,2018-11-12,18-29,True
2018-0124,1,AUTOPISTA,9,-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,CARGAS,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,CONDUCTOR,MASCULINO,44,2018-11-15 19:40:00,2018-11-15,30-44,False
2018-0125,1,AVENIDA,4,-58.41650465,-34.65084045,PEATON-PASAJEROS,PEATON,PASAJEROS,SAENZ AV. y VENTANA,PEATON,MASCULINO,29,2018-11-16 21:12:00,2018-11-17,18-29,True
2018-0126,1,GRAL PAZ,9,-58.52994219,-34.64055918,MOTO-AUTO,MOTO,AUTO,"PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",CONDUCTOR,MASCULINO,27,2018-11-18 12:11:00,2018-11-23,18-29,True
2018-0127,1,GRAL PAZ,12,-58.50993046,-34.56919739,MOTO-MOTO,MOTO,MOTO,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",CONDUCTOR,MASCULINO,29,2018-11-19 09:14:00,2018-11-19,18-29,True
2018-0128,1,GRAL PAZ,9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,"PAZ, GRAL. AV. 11200",PASAJERO_ACOMPAÑANTE,MASCULINO,49,2018-11-25 04:30:00,2018-11-25,45-64,False
2018-0128,1,GRAL PAZ,9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,"PAZ, GRAL. AV. 11200",PASAJERO_ACOMPAÑANTE,FEMENINO,39,2018-11-25 04:30:00,2018-11-25,30-44,False
2018-0129,1,AVENIDA,15,-58.45021367,-34.58695347,MOTO-PASAJEROS,MOTO,PASAJEROS,"NEWBERY, JORGE AV. y GUEVARA",CONDUCTOR,MASCULINO,37,2018-11-28 04:01:00,2018-11-30,30-44,True
2018-0130,1,AVENIDA,10,-58.49022072,-34.62770192,MOTO-PASAJEROS,MOTO,PASAJEROS,GAONA AV. y SEGUROLA AV.,CONDUCTOR,MASCULINO,35,2018-12-03 03:00:00,2018-12-03,30-44,True
2018-0131,1,AVENIDA,1,-58.36860866,-34.60106568,MOTO-CARGAS,MOTO,CARGAS,"MADERO, EDUARDO AV. 550",CONDUCTOR,MASCULINO,29,2018-12-07 19:10:00,2018-12-07,18-29,False
2018-0132,1,AUTOPISTA,2,-58.39490504,-34.57241534,PEATON-CARGAS,PEATON,CARGAS,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",PEATON,MASCULINO,70,2018-12-12 08:26:00,2018-12-12,65+,True
2018-0133,1,AVENIDA,7,-58.46963952,-34.63070603,PEATON-CARGAS,PEATON,CARGAS,NAZCA AV. y RIVADAVIA AV.,PEATON,FEMENINO,60,2018-12-12 14:07:00,2018-12-12,45-64,True
2018-0134,1,AVENIDA,7,-58.42349365,-34.64019887,PEATON-MOTO,PEATON,MOTO,LA PLATA AV. y CASEROS AV.,PEATON,MASCULINO,56,2018-12-12 21:00:00,2018-12-13,45-64,True
2018-0135,1,AVENIDA,1,-58.37471802,-34.61265002,PEATON-PASAJEROS,PEATON,PASAJEROS,BELGRANO AV. y PERU,PEATON,MASCULINO,80,2018-12-18 14:40:00,2018-12-22,65+,True
2018-0136,1,AVENIDA,7,-58.46438789,-34.62913916,PEATON-PASAJEROS,PEATON,PASAJEROS,RIVADAVIA AV. 7013,PEATON,FEMENINO,70,2018-12-18 15:42:00,2018-12-18,65+,False
2018-0137,1,CALLE,1,-58.38481975,-34.61100424,MOTO-PASAJEROS,MOTO,PASAJEROS,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",PASAJERO_ACOMPAÑANTE,MASCULINO,29,2018-12-18 20:15:00,2018-12-19,18-29,True
2018-0138,1,CALLE,10,-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,BERMUDEZ 1893,PASAJERO_ACOMPAÑANTE,FEMENINO,79,2018-12-21 09:30:00,2018-12-21,65+,False
2018-0139,1,CALLE,7,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO,SANTANDER 1974,PASAJERO_ACOMPAÑANTE,MASCULINO,28,2018-12-22 06:30:00,2018-12-24,18-29,False
2018-0140,1,CALLE,1,-58.3600465,-34.61381341,AUTO-AUTO,AUTO,AUTO,LANTERI JULIETA 1400,CONDUCTOR,MASCULINO,78,2018-12-22 08:05:00,2018-12-22,65+,False
2018-0141,1,AVENIDA,5,-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO,MAZA e INDEPENDENCIA AV.,PEATON,MASCULINO,75,2018-12-22 17:40:00,2018-12-24,65+,True
2018-0142,1,GRAL PAZ,12,-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS,"PAZ, GRAL. AV. 5172",PASAJERO_ACOMPAÑANTE,MASCULINO,32,2018-12-25 13:30:00,2019-01-01,30-44,False
2018-0143,1,AVENIDA,10,-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",CONDUCTOR,MASCULINO,22,2018-12-29 05:25:00,2018-12-29,18-29,True
2019-0001,1,AVENIDA,2,-58.38526125,-34.5780581,MOTO-CARGAS,MOTO,CARGAS,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",CONDUCTOR,MASCULINO,25,2019-01-08 08:30:00,2019-01-08,18-29,True
2019-0002,1,AVENIDA,7,-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",CONDUCTOR,MASCULINO,32,2019-01-09 04:00:00,2019-01-09,30-44,True
2019-0003,1,AVENIDA,15,-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO,SAN MARTIN AV. y TERRADA,CONDUCTOR,MASCULINO,23,2019-01-12 08:00:00,2019-01-12,18-29,True
2019-0004,1,AVENIDA,9,-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS,"PERON, EVA AV. y MEDINA",CONDUCTOR,MASCULINO,71,2019-01-14 19:58:00,2019-01-14,65+,True
2019-0005,1,AVENIDA,10,-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",CONDUCTOR,MASCULINO,43,2019-01-19 12:00:00,2019-01-19,30-44,True
2019-0006,1,AVENIDA,14,-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO,"OBLIGADO RAFAEL, AV.COSTANERA 4650",PEATON,FEMENINO,12,2019-01-23 05:45:00,2019-01-23,0-17,False
2019-0007,1,CALLE,5,-58.42891604,-34.6107166,MOTO-AUTO,MOTO,AUTO,"MITRE, BARTOLOME y YATAY",CONDUCTOR,MASCULINO,35,2019-01-26 19:34:00,2019-01-26,30-44,True
2019-0008,1,GRAL PAZ,8,-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE,"PAZ, GRAL. AV. 16080",CONDUCTOR,MASCULINO,42,2019-01-30 22:45:00,2019-01-31,30-44,False
2019-0009,1,AVENIDA,1,-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO,CHACABUCO y SAN JUAN AV.,CONDUCTOR,MASCULINO,34,2019-01-31 14:55:00,2019-01-31,30-44,True
2019-0010,1,AVENIDA,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,DEL LIBERTADOR AV. 4100,PEATON,MASCULINO,35,2019-02-02 07:50:00,2019-02-02,30-44,False
2019-0010,1,AVENIDA,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,DEL LIBERTADOR AV. 4100,PEATON,MASCULINO,59,2019-02-02 07:50:00,2019-02-02,45-64,False
2019-0011,1,GRAL PAZ,9,-58.5183993,-34.66252488,PEATON-AUTO,PEATON,AUTO,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",PEATON,MASCULINO,35,2019-02-10 01:00:00,2019-02-10,30-44,True
2019-0012,1,AVENIDA,8,-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",CONDUCTOR,MASCULINO,31,2019-02-17 03:16:00,2019-02-20,30-44,True
2019-0013,1,CALLE,7,-58.4338383,-34.64457699,PEATON-AUTO,PEATON,AUTO,SALVIGNY y MOM,PEATON,MASCULINO,39,2019-02-20 07:30:00,2019-03-02,30-44,True
2019-0014,1,CALLE,11,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,"LAMARCA, EMILIO 5402",CONDUCTOR,MASCULINO,69,2019-02-20 17:30:00,2019-02-20,65+,False
2019-0015,1,AVENIDA,11,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,SAN MARTIN AV. 5638,CONDUCTOR,MASCULINO,21,2019-02-23 06:57:00,2019-02-23,18-29,False
2019-0016,1,CALLE,4,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",CONDUCTOR,MASCULINO,40,2019-02-24 02:00:00,2019-02-24,30-44,True
2019-0017,1,CALLE,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS,MEXICO y PICHINCHA,CONDUCTOR,MASCULINO,22,2019-03-03 07:00:00,2019-03-07,18-29,True
2019-0018,1,AUTOPISTA,13,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",PEATON,FEMENINO,29,2019-03-03 23:30:00,2019-03-03,18-29,True
2019-0019,1,AVENIDA,13,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO,DEL LIBERTADOR AV. 6326,CONDUCTOR,MASCULINO,35,2019-03-06 12:00:00,2019-03-26,30-44,False
2019-0020,1,AVENIDA,5,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO,CHICLANA AV. 3444,CONDUCTOR,MASCULINO,43,2019-03-07 21:01:00,2019-03-07,30-44,False
2019-0021,1,AVENIDA,7,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO,BOYACA AV. y YERBAL,CONDUCTOR,MASCULINO,23,2019-03-15 22:50:00,2019-03-16,18-29,True
2019-0022,1,AVENIDA,1,-58.39123782,-34.62352245,AUTO-SD,AUTO,AUTO,ENTRE RIOS AV. 1260,PASAJERO_ACOMPAÑANTE,MASCULINO,35,2019-03-15 05:00:00,2019-03-15,30-44,False
2019-0023,1,GRAL PAZ,9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,"PAZ, GRAL. AV. y JACQUES, AMADEO",CONDUCTOR,MASCULINO,34,2019-03-16 08:28:00,2019-03-16,30-44,True
2019-0024,1,AVENIDA,1,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS,ANTARTIDA ARGENTINA AV. 1325,CONDUCTOR,MASCULINO,32,2019-03-19 05:00:00,2019-03-19,30-44,False
2019-0025,1,CALLE,5,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",PEATON,MASCULINO,27,2019-03-22 13:10:00,2019-04-04,18-29,True
2019-0026,1,AVENIDA,8,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",PEATON,MASCULINO,35,2019-03-28 07:32:00,2019-03-28,30-44,True
2019-0027,1,AVENIDA,2,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE,SANTA FE AV. y AZCUENAGA,CICLISTA,MASCULINO,37,2019-03-28 11:11:00,2019-03-28,30-44,True
2019-0028,1,AVENIDA,11,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS,"JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",PEATON,FEMENINO,35,2019-04-06 09:15:00,2019-04-06,30-44,True
2019-0029,1,AVENIDA,8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",CONDUCTOR,MASCULINO,27,2019-04-07 10:15:00,2019-04-07,18-29,True
2019-0030,1,CALLE,7,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",CONDUCTOR,MASCULINO,25,2019-04-09 16:00:00,2019-04-09,18-29,True
2019-0031,1,AVENIDA,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,"CORDOBA AV. y MADERO, EDUARDO AV.",CICLISTA,MASCULINO,20,2019-04-12 19:55:00,2019-04-12,18-29,True
2019-0032,1,AVENIDA,11,-58.46415322,-34.6044379,PEATON-AUTO,PEATON,AUTO,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",PEATON,FEMENINO,83,2019-04-16 11:00:00,2019-04-18,65+,True
2019-0033,1,AUTOPISTA,1,-58.36607137,-34.62150748,MOTO-SD,MOTO,AUTO,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",CONDUCTOR,MASCULINO,25,2019-04-18 01:00:00,2019-04-18,18-29,True
2019-0034,1,AVENIDA,7,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,"MORENO, PERITO AV. 3050",CONDUCTOR,MASCULINO,35,2019-04-21 09:08:00,2019-04-21,30-44,False
2019-0035,1,CALLE,1,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA,SUIPACHA 665,PEATON,FEMENINO,75,2019-04-23 14:10:00,2019-04-23,65+,False
2019-0036,1,CALLE,6,-58.4368044,-34.62147504,MOTO-AUTO,MOTO,AUTO,RIGLOS y FORMOSA,CONDUCTOR,MASCULINO,34,2019-04-26 22:46:00,2019-05-02,30-44,True
2019-0037,1,AVENIDA,3,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO,LA RIOJA e INDEPENDENCIA AV.,CONDUCTOR,MASCULINO,17,2019-05-01 23:10:00,2019-05-01,0-17,True
2019-0038,1,AVENIDA,13,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",PEATON,FEMENINO,42,2019-05-04 14:10:00,2019-05-05,30-44,True
2019-0039,1,AVENIDA,7,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO,SAN PEDRITO AV. y DIRECTORIO AV.,CONDUCTOR,MASCULINO,28,2019-05-09 03:05:00,2019-05-09,18-29,True
2019-0040,1,CALLE,7,-58.4426358,-34.63679732,MOTO-SD,MOTO,AUTO,PUAN y SANTANDER,CONDUCTOR,MASCULINO,44,2019-05-09 12:45:00,2019-05-15,30-44,True
2019-0041,1,AVENIDA,9,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",PASAJERO_ACOMPAÑANTE,FEMENINO,78,2019-05-11 20:30:00,2019-05-11,65+,True
2019-0042,1,CALLE,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS,LIMA y CONSTITUCION,PEATON,MASCULINO,39,2019-05-14 15:00:00,2019-05-14,30-44,True
2019-0043,1,AVENIDA,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,"CORDOBA AV. y MADERO, EDUARDO AV.",CICLISTA,FEMENINO,35,2019-05-21 09:00:00,2019-05-21,30-44,True
2019-0044,1,AVENIDA,5,-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO,BOEDO AV. 650,PEATON,FEMENINO,77,2019-05-27 12:45:00,2019-05-29,65+,False
2019-0045,1,AVENIDA,14,-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,CONDUCTOR,MASCULINO,33,2019-06-03 07:27:00,2019-06-03,30-44,True
2019-0046,1,GRAL PAZ,13,-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO,"PAZ, GRAL. AV. y CABILDO AV.",PASAJERO_ACOMPAÑANTE,FEMENINO,26,2019-06-04 09:00:00,2019-06-04,18-29,True
2019-0047,1,AVENIDA,4,-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS,CASEROS AV. 1700,PEATON,MASCULINO,76,2019-06-06 10:00:00,2019-06-06,65+,False
2019-0048,1,AVENIDA,6,-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS,AVELLANEDA AV. 1548,CONDUCTOR,MASCULINO,32,2019-06-07 07:00:00,2019-06-07,30-44,False
2019-0049,1,CALLE,13,-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS,CIUDAD DE LA PAZ y MENDOZA,PEATON,FEMENINO,72,2019-06-08 09:20:00,2019-06-09,65+,True
2019-0050,1,AVENIDA,14,-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS,"SALGUERO, JERONIMO y HONDURAS AV.",CONDUCTOR,MASCULINO,21,2019-06-08 23:35:00,2019-06-09,18-29,True
2019-0051,1,CALLE,4,-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",CONDUCTOR,MASCULINO,41,2019-06-11 10:00:00,2019-06-11,30-44,True
2019-0053,1,AVENIDA,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO,ASTURIAS AV. y CASTAÃ‘ARES AV.,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2019-06-14 17:20:00,2019-06-14,45-64,True
2019-0054,1,CALLE,15,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,GANDARA 2976,CONDUCTOR,MASCULINO,21,2019-06-20 03:00:00,2019-06-20,18-29,False
2019-0055,1,AVENIDA,1,-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS,"GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",CONDUCTOR,MASCULINO,47,2019-06-20 19:45:00,2019-06-21,45-64,True
2019-0056,1,AVENIDA,7,-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO,BOYACA AV. 305,PEATON,FEMENINO,75,2019-06-29 17:16:00,2019-06-29,65+,False
2019-0057,1,CALLE,13,-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO,ARTILLEROS y LA PAMPA,PEATON,FEMENINO,63,2019-07-05 19:00:00,2019-07-08,45-64,True
2019-0058,1,AUTOPISTA,10,-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS,AUTOPISTA PERITO MORENO e IRIGOYEN,CONDUCTOR,MASCULINO,39,2019-07-10 09:20:00,2019-07-10,30-44,False
2019-0059,1,CALLE,1,-58.3841088,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,CONDUCTOR,MASCULINO,30,2019-07-13 22:35:00,2019-07-13,30-44,True
2019-0060,1,AVENIDA,10,-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO,"ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",PEATON,FEMENINO,78,2019-07-17 11:20:00,2019-07-17,65+,True
2019-0061,1,CALLE,13,-58.45200171,-34.5578132,PEATON-PASAJEROS,PEATON,PASAJEROS,11 DE SEPTIEMBRE DE 1888 y MENDOZA,PEATON,FEMENINO,58,2019-07-17 18:40:00,2019-07-17,45-64,True
2019-0062,1,AVENIDA,13,-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS,"PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",PEATON,FEMENINO,60,2019-08-01 23:00:00,2019-08-02,45-64,True
2019-0063,1,AVENIDA,15,-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS,FOREST AV. y MAURE,PASAJERO_ACOMPAÑANTE,MASCULINO,35,2019-08-04 01:30:00,2019-08-04,30-44,True
2019-0064,1,AVENIDA,7,-58.4596221,-34.6224514,MOTO-AUTO,MOTO,AUTO,BOYACA AV. y AVELLANEDA AV.,CONDUCTOR,MASCULINO,20,2019-08-06 03:15:00,2019-08-06,18-29,True
2019-0065,1,CALLE,4,-58.4197085,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS,BARCO CENTENERA DEL y TILCARA,PEATON,FEMENINO,55,2019-08-08 16:45:00,2019-08-09,45-64,True
2019-0066,1,AVENIDA,7,-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO,RIESTRA AV. y BOLIVAR (NO OFICIAL),PEATON,MASCULINO,40,2019-08-11 21:15:00,2019-08-11,30-44,True
2019-0067,1,CALLE,10,-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS,"CASTRO, EMILIO 4706",CONDUCTOR,MASCULINO,35,2019-08-14 15:00:00,2019-08-14,30-44,False
2019-0068,1,AVENIDA,8,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO,27 DE FEBRERO AV. 5600,CONDUCTOR,MASCULINO,53,2019-08-14 17:40:00,2019-08-14,45-64,False
2019-0069,1,AVENIDA,4,-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO,"GARAY, JUAN DE AV. 2874",CONDUCTOR,MASCULINO,43,2019-08-17 05:25:00,2019-08-17,30-44,False
2019-0070,1,AVENIDA,14,-58.4268668,-34.59217875,MOTO-BICICLETA,MOTO,BICICLETA,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",CONDUCTOR,MASCULINO,25,2019-08-22 12:30:00,2019-08-22,18-29,True
2019-0071,1,AVENIDA,9,-58.479611,-34.65620398,PEATON-CARGAS,PEATON,CARGAS,PRIMERA JUNTA y OLIVERA AV.,PEATON,MASCULINO,35,2019-08-27 11:30:00,2019-08-27,30-44,True
2019-0072,1,AVENIDA,10,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,AUTO,"ALBERDI, JUAN BAUTISTA AV. y AZUL",CONDUCTOR,MASCULINO,22,2019-08-28 06:20:00,2019-09-02,18-29,True
2019-0073,1,AVENIDA,15,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ALVAREZ THOMAS AV. 1788,CONDUCTOR,MASCULINO,29,2019-08-29 01:50:00,2019-09-06,18-29,False
2019-0074,1,AUTOPISTA,13,-58.46514781,-34.53465378,MOTO-CARGAS,MOTO,CARGAS,"LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",CONDUCTOR,MASCULINO,35,2019-08-29 09:00:00,2019-08-29,30-44,True
2019-0075,1,CALLE,4,-58.37571078,-34.65584079,MOTO-PASAJEROS,MOTO,PASAJEROS,SAN ANTONIO y LUJAN,CONDUCTOR,MASCULINO,31,2019-08-30 23:20:00,2019-08-30,30-44,True
2019-0076,1,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO-CARGAS,MOTO,CARGAS,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,CONDUCTOR,FEMENINO,29,2019-09-05 18:00:00,2019-09-05,18-29,False
2019-0077,1,AVENIDA,14,-58.39811256,-34.58070186,PEATON-AUTO,PEATON,AUTO,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",PEATON,FEMENINO,28,2019-09-08 03:40:00,2019-09-08,18-29,True
2019-0078,1,AVENIDA,4,-58.41125934,-34.6541774,PEATON-CARGAS,PEATON,CARGAS,"EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",PEATON,FEMENINO,72,2019-09-12 08:25:00,2019-09-15,65+,True
